Year,Age at time of death,Sex,Causes of death,Value
2015,60 to 64 years,Males,Diabetes mellitus,29.1
2015,60 to 64 years,Males,Diseases of heart,187.0
2015,60 to 64 years,Males,Influenza and pneumonia,8.9
2015,60 to 64 years,Males,Acute bronchitis and bronchiolitis,0.0
2015,60 to 64 years,Males,Chronic lower respiratory diseases,32.3
2015,60 to 64 years,Females,Malignant neoplasms,317.5
2015,60 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.0
2015,60 to 64 years,Females,Diabetes mellitus,14.9
2015,60 to 64 years,Females,Diseases of heart,71.8
2015,60 to 64 years,Females,Influenza and pneumonia,8.3
2015,60 to 64 years,Females,Acute bronchitis and bronchiolitis,0.0
2015,60 to 64 years,Females,Chronic lower respiratory diseases,23.7
2015,65 to 74 years,Both sexes,Malignant neoplasms,622.8
2015,65 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.9
2015,65 to 74 years,Both sexes,Diabetes mellitus,47.3
2015,65 to 74 years,Both sexes,Diseases of heart,244.7
2015,65 to 74 years,Both sexes,Influenza and pneumonia,21.6
2015,65 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.3
2015,65 to 74 years,Both sexes,Chronic lower respiratory diseases,78.6
2015,65 to 74 years,Males,Malignant neoplasms,712.6
2015,65 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",9.8
2015,65 to 74 years,Males,Diabetes mellitus,63.7
2015,65 to 74 years,Males,Diseases of heart,342.5
2015,65 to 74 years,Males,Influenza and pneumonia,26.2
2015,65 to 74 years,Males,Acute bronchitis and bronchiolitis,0.2
2015,65 to 74 years,Males,Chronic lower respiratory diseases,84.7
2015,65 to 74 years,Females,Malignant neoplasms,539.0
2015,65 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.2
2015,65 to 74 years,Females,Diabetes mellitus,32.0
2015,65 to 74 years,Females,Diseases of heart,153.3
2015,65 to 74 years,Females,Influenza and pneumonia,17.4
2015,65 to 74 years,Females,Acute bronchitis and bronchiolitis,0.4
2015,65 to 74 years,Females,Chronic lower respiratory diseases,72.8
2015,65 to 69 years,Both sexes,Malignant neoplasms,511.4
2015,65 to 69 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.0
2015,65 to 69 years,Both sexes,Diabetes mellitus,40.0
2015,65 to 69 years,Both sexes,Diseases of heart,195.3
2015,65 to 69 years,Both sexes,Influenza and pneumonia,15.0
2015,65 to 69 years,Both sexes,Acute bronchitis and bronchiolitis,0.2
2015,65 to 69 years,Both sexes,Chronic lower respiratory diseases,56.6
2015,65 to 69 years,Males,Malignant neoplasms,579.4
2015,65 to 69 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.6
2015,65 to 69 years,Males,Diabetes mellitus,52.8
2015,65 to 69 years,Males,Diseases of heart,280.6
2015,65 to 69 years,Males,Influenza and pneumonia,18.0
2015,65 to 69 years,Males,Acute bronchitis and bronchiolitis,0.0
2015,65 to 69 years,Males,Chronic lower respiratory diseases,60.6
2015,65 to 69 years,Females,Malignant neoplasms,446.6
2015,65 to 69 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.5
2015,65 to 69 years,Females,Diabetes mellitus,27.8
2015,65 to 69 years,Females,Diseases of heart,114.1
2015,65 to 69 years,Females,Influenza and pneumonia,12.2
2015,65 to 69 years,Females,Acute bronchitis and bronchiolitis,0.4
2015,65 to 69 years,Females,Chronic lower respiratory diseases,52.8
2015,70 to 74 years,Both sexes,Malignant neoplasms,778.0
2015,70 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.6
2015,70 to 74 years,Both sexes,Diabetes mellitus,57.4
2015,70 to 74 years,Both sexes,Diseases of heart,313.4
2015,70 to 74 years,Both sexes,Influenza and pneumonia,30.8
2015,70 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.4
2015,70 to 74 years,Both sexes,Chronic lower respiratory diseases,109.1
2015,70 to 74 years,Males,Malignant neoplasms,902.8
2015,70 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",12.9
2015,70 to 74 years,Males,Diabetes mellitus,79.2
2015,70 to 74 years,Males,Diseases of heart,431.0
2015,70 to 74 years,Males,Influenza and pneumonia,37.8
2015,70 to 74 years,Males,Acute bronchitis and bronchiolitis,0.5
2015,70 to 74 years,Males,Chronic lower respiratory diseases,119.2
2015,70 to 74 years,Females,Malignant neoplasms,664.7
2015,70 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.6
2015,70 to 74 years,Females,Diabetes mellitus,37.7
2015,70 to 74 years,Females,Diseases of heart,206.7
2015,70 to 74 years,Females,Influenza and pneumonia,24.5
2015,70 to 74 years,Females,Acute bronchitis and bronchiolitis,0.3
2015,70 to 74 years,Females,Chronic lower respiratory diseases,100.0
2015,75 to 84 years,Both sexes,Malignant neoplasms,1254.0
2015,75 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",30.0
2015,75 to 84 years,Both sexes,Diabetes mellitus,119.0
2015,75 to 84 years,Both sexes,Diseases of heart,750.6
2015,75 to 84 years,Both sexes,Influenza and pneumonia,100.4
2015,75 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,0.9
2015,75 to 84 years,Both sexes,Chronic lower respiratory diseases,240.9
2015,75 to 84 years,Males,Malignant neoplasms,1546.7
2015,75 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",40.5
2015,75 to 84 years,Males,Diabetes mellitus,147.7
2015,75 to 84 years,Males,Diseases of heart,962.9
2015,75 to 84 years,Males,Influenza and pneumonia,119.4
2015,75 to 84 years,Males,Acute bronchitis and bronchiolitis,1.3
2015,75 to 84 years,Males,Chronic lower respiratory diseases,274.4
2015,75 to 84 years,Females,Malignant neoplasms,1018.9
2015,75 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",21.5
2015,75 to 84 years,Females,Diabetes mellitus,95.9
2015,75 to 84 years,Females,Diseases of heart,580.1
2015,75 to 84 years,Females,Influenza and pneumonia,85.1
2015,75 to 84 years,Females,Acute bronchitis and bronchiolitis,0.5
2015,75 to 84 years,Females,Chronic lower respiratory diseases,214.0
2015,75 to 79 years,Both sexes,Malignant neoplasms,1075.7
2015,75 to 79 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",22.7
2015,75 to 79 years,Both sexes,Diabetes mellitus,90.6
2015,75 to 79 years,Both sexes,Diseases of heart,528.1
2015,75 to 79 years,Both sexes,Influenza and pneumonia,61.4
2015,75 to 79 years,Both sexes,Acute bronchitis and bronchiolitis,0.4
2015,75 to 79 years,Both sexes,Chronic lower respiratory diseases,188.5
2015,75 to 79 years,Males,Malignant neoplasms,1310.1
2015,75 to 79 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",30.8
2015,75 to 79 years,Males,Diabetes mellitus,115.4
2015,75 to 79 years,Males,Diseases of heart,698.2
2015,75 to 79 years,Males,Influenza and pneumonia,75.4
2015,75 to 79 years,Males,Acute bronchitis and bronchiolitis,0.4
2015,75 to 79 years,Males,Chronic lower respiratory diseases,208.7
2015,75 to 79 years,Females,Malignant neoplasms,878.2
2015,75 to 79 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",15.8
2015,75 to 79 years,Females,Diabetes mellitus,69.8
2015,75 to 79 years,Females,Diseases of heart,384.7
2015,75 to 79 years,Females,Influenza and pneumonia,49.7
2015,75 to 79 years,Females,Acute bronchitis and bronchiolitis,0.4
2015,75 to 79 years,Females,Chronic lower respiratory diseases,171.6
2015,80 to 84 years,Both sexes,Malignant neoplasms,1493.4
2015,80 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",39.7
2015,80 to 84 years,Both sexes,Diabetes mellitus,157.1
2015,80 to 84 years,Both sexes,Diseases of heart,1049.5
2015,80 to 84 years,Both sexes,Influenza and pneumonia,152.7
2015,80 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,1.5
2015,80 to 84 years,Both sexes,Chronic lower respiratory diseases,311.1
2015,80 to 84 years,Males,Malignant neoplasms,1884.7
2015,80 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",54.3
2015,80 to 84 years,Males,Diabetes mellitus,194.0
2015,80 to 84 years,Males,Diseases of heart,1341.2
2015,80 to 84 years,Males,Influenza and pneumonia,182.4
2015,80 to 84 years,Males,Acute bronchitis and bronchiolitis,2.5
2015,80 to 84 years,Males,Chronic lower respiratory diseases,368.3
2015,80 to 84 years,Females,Malignant neoplasms,1198.6
2015,80 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",28.7
2015,80 to 84 years,Females,Diabetes mellitus,129.4
2015,80 to 84 years,Females,Diseases of heart,829.8
2015,80 to 84 years,Females,Influenza and pneumonia,130.3
2015,80 to 84 years,Females,Acute bronchitis and bronchiolitis,0.7
2015,80 to 84 years,Females,Chronic lower respiratory diseases,268.1
2015,85 and over,Both sexes,Malignant neoplasms,2002.5
2015,85 and over,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",69.6
2015,85 and over,Both sexes,Diabetes mellitus,295.1
2015,85 and over,Both sexes,Diseases of heart,3033.3
2015,85 and over,Both sexes,Influenza and pneumonia,603.0
2015,85 and over,Both sexes,Acute bronchitis and bronchiolitis,5.0
2015,85 and over,Both sexes,Chronic lower respiratory diseases,604.8
2015,85 and over,Males,Malignant neoplasms,2802.7
2015,85 and over,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",91.0
2015,85 and over,Males,Diabetes mellitus,355.6
2015,85 and over,Males,Diseases of heart,3417.5
2015,85 and over,Males,Influenza and pneumonia,673.5
2015,85 and over,Males,Acute bronchitis and bronchiolitis,5.0
2015,85 and over,Males,Chronic lower respiratory diseases,807.7
2015,85 and over,Females,Malignant neoplasms,1585.5
2015,85 and over,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",58.5
2015,85 and over,Females,Diabetes mellitus,263.5
2015,85 and over,Females,Diseases of heart,2833.1
2015,85 and over,Females,Influenza and pneumonia,566.2
2015,85 and over,Females,Acute bronchitis and bronchiolitis,5.0
2015,85 and over,Females,Chronic lower respiratory diseases,499.1
2015,85 to 89 years,Both sexes,Malignant neoplasms,1836.6
2015,85 to 89 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",53.4
2015,85 to 89 years,Both sexes,Diabetes mellitus,244.2
2015,85 to 89 years,Both sexes,Diseases of heart,2040.2
2015,85 to 89 years,Both sexes,Influenza and pneumonia,355.6
2015,85 to 89 years,Both sexes,Acute bronchitis and bronchiolitis,2.9
2015,85 to 89 years,Both sexes,Chronic lower respiratory diseases,495.8
2015,85 to 89 years,Males,Malignant neoplasms,2509.4
2015,85 to 89 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",77.2
2015,85 to 89 years,Males,Diabetes mellitus,311.0
2015,85 to 89 years,Males,Diseases of heart,2541.6
2015,85 to 89 years,Males,Influenza and pneumonia,421.5
2015,85 to 89 years,Males,Acute bronchitis and bronchiolitis,3.9
2015,85 to 89 years,Males,Chronic lower respiratory diseases,657.5
2015,85 to 89 years,Females,Malignant neoplasms,1429.7
2015,85 to 89 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",39.0
2015,85 to 89 years,Females,Diabetes mellitus,203.9
2015,85 to 89 years,Females,Diseases of heart,1737.0
2015,85 to 89 years,Females,Influenza and pneumonia,315.7
2015,85 to 89 years,Females,Acute bronchitis and bronchiolitis,2.4
2015,85 to 89 years,Females,Chronic lower respiratory diseases,398.0
2015,90 years and over,Both sexes,Malignant neoplasms,2286.7
2015,90 years and over,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",97.5
2015,90 years and over,Both sexes,Diabetes mellitus,382.2
2015,90 years and over,Both sexes,Diseases of heart,4734.8
2015,90 years and over,Both sexes,Influenza and pneumonia,1026.8
2015,90 years and over,Both sexes,Acute bronchitis and bronchiolitis,8.6
2015,90 years and over,Both sexes,Chronic lower respiratory diseases,791.6
2015,90 years and over,Males,Malignant neoplasms,3469.9
2015,90 years and over,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",122.5
2015,90 years and over,Males,Diabetes mellitus,457.3
2015,90 years and over,Males,Diseases of heart,5410.1
2015,90 years and over,Males,Influenza and pneumonia,1246.7
2015,90 years and over,Males,Acute bronchitis and bronchiolitis,7.6
2015,90 years and over,Males,Chronic lower respiratory diseases,1149.5
2015,90 years and over,Females,Malignant neoplasms,1817.8
2015,90 years and over,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",87.6
2015,90 years and over,Females,Diabetes mellitus,352.4
2015,90 years and over,Females,Diseases of heart,4467.2
2015,90 years and over,Females,Influenza and pneumonia,939.7
2015,90 years and over,Females,Acute bronchitis and bronchiolitis,9.0
2015,90 years and over,Females,Chronic lower respiratory diseases,649.8
2016,All ages,Both sexes,Malignant neoplasms,218.1
2016,All ages,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.5
2016,All ages,Both sexes,Diabetes mellitus,18.9
2016,All ages,Both sexes,Diseases of heart,141.7
2016,All ages,Both sexes,Influenza and pneumonia,17.2
2016,All ages,Both sexes,Acute bronchitis and bronchiolitis,0.1
2016,All ages,Both sexes,Chronic lower respiratory diseases,33.9
2016,All ages,Males,Malignant neoplasms,230.5
2016,All ages,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.7
2016,All ages,Males,Diabetes mellitus,20.5
2016,All ages,Males,Diseases of heart,152.8
2016,All ages,Males,Influenza and pneumonia,16.4
2016,All ages,Males,Acute bronchitis and bronchiolitis,0.1
2016,All ages,Males,Chronic lower respiratory diseases,34.3
2016,All ages,Females,Malignant neoplasms,205.9
2016,All ages,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.3
2016,All ages,Females,Diabetes mellitus,17.2
2016,All ages,Females,Diseases of heart,130.8
2016,All ages,Females,Influenza and pneumonia,17.9
2016,All ages,Females,Acute bronchitis and bronchiolitis,0.1
2016,All ages,Females,Chronic lower respiratory diseases,33.5
2016,1 to 14 years,Both sexes,Malignant neoplasms,2.4
2016,1 to 14 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2016,1 to 14 years,Both sexes,Diseases of heart,0.4
2016,1 to 14 years,Both sexes,Influenza and pneumonia,0.4
2016,1 to 14 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2016,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2016,1 to 14 years,Males,Malignant neoplasms,2.5
2016,1 to 14 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,1 to 14 years,Males,Diabetes mellitus,0.0
2016,1 to 14 years,Males,Diseases of heart,0.4
2016,1 to 14 years,Males,Influenza and pneumonia,0.3
2016,1 to 14 years,Males,Acute bronchitis and bronchiolitis,0.0
2016,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2016,1 to 14 years,Females,Malignant neoplasms,2.3
2016,1 to 14 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,1 to 14 years,Females,Diabetes mellitus,0.0
2016,1 to 14 years,Females,Diseases of heart,0.4
2016,1 to 14 years,Females,Influenza and pneumonia,0.5
2016,1 to 14 years,Females,Acute bronchitis and bronchiolitis,0.0
2016,1 to 14 years,Females,Chronic lower respiratory diseases,0.0
2016,1 to 4 years,Both sexes,Malignant neoplasms,2.4
2016,1 to 4 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,1 to 4 years,Both sexes,Diabetes mellitus,0.0
2016,1 to 4 years,Both sexes,Diseases of heart,0.5
2016,1 to 4 years,Both sexes,Influenza and pneumonia,0.9
2016,1 to 4 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2016,1 to 4 years,Both sexes,Chronic lower respiratory diseases,0.1
2016,1 to 4 years,Males,Malignant neoplasms,3.1
2016,1 to 4 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2016,1 to 4 years,Males,Diabetes mellitus,0.0
2016,1 to 4 years,Males,Diseases of heart,0.4
2016,1 to 4 years,Males,Influenza and pneumonia,0.6
2016,1 to 4 years,Males,Acute bronchitis and bronchiolitis,0.0
2016,1 to 4 years,Males,Chronic lower respiratory diseases,0.1
2016,1 to 4 years,Females,Malignant neoplasms,1.6
2016,1 to 4 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,1 to 4 years,Females,Diabetes mellitus,0.0
2016,1 to 4 years,Females,Diseases of heart,0.7
2016,1 to 4 years,Females,Influenza and pneumonia,1.2
2016,1 to 4 years,Females,Acute bronchitis and bronchiolitis,0.0
2016,1 to 4 years,Females,Chronic lower respiratory diseases,0.1
2016,5 to 9 years,Both sexes,Malignant neoplasms,2.4
2016,5 to 9 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,5 to 9 years,Both sexes,Diabetes mellitus,0.0
2016,5 to 9 years,Both sexes,Diseases of heart,0.4
2016,5 to 9 years,Both sexes,Influenza and pneumonia,0.3
2016,5 to 9 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2016,5 to 9 years,Both sexes,Chronic lower respiratory diseases,0.1
2016,5 to 9 years,Males,Malignant neoplasms,2.4
2016,5 to 9 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,5 to 9 years,Males,Diabetes mellitus,0.0
2016,5 to 9 years,Males,Diseases of heart,0.4
