Year,Geography,Type of work,Occupation,Sex,Age group,GeoCode,Value
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,25 to 54 years,,22.23
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,55 years and over,,24.14
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Males,15 years and over,,19.42
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Males,15 to 24 years,,14.27
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Males,25 to 54 years,,20.43
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Males,55 years and over,,27.87
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Females,15 years and over,,21.45
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Females,15 to 24 years,,15.17
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Females,25 to 54 years,,22.45
2015,Canada,Part-time employees,"Business, finance and administration occupations, except management",Females,55 years and over,,23.64
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 years and over,,27.92
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 to 24 years,,17.66
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,25 to 54 years,,27.15
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,55 years and over,,42.39
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 years and over,,29.6
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 to 24 years,,18.35
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,25 to 54 years,,27.52
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,55 years and over,,
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 years and over,,24.76
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 to 24 years,,16.12
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,25 to 54 years,,26.7
2015,Canada,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,55 years and over,,
2015,Canada,Part-time employees,"Health occupations, except management",Both sexes,15 years and over,,28.09
2015,Canada,Part-time employees,"Health occupations, except management",Both sexes,15 to 24 years,,18.53
2015,Canada,Part-time employees,"Health occupations, except management",Both sexes,25 to 54 years,,29.04
2015,Canada,Part-time employees,"Health occupations, except management",Both sexes,55 years and over,,31.87
2015,Canada,Part-time employees,"Health occupations, except management",Males,15 years and over,,26.47
2015,Canada,Part-time employees,"Health occupations, except management",Males,15 to 24 years,,16.12
2015,Canada,Part-time employees,"Health occupations, except management",Males,25 to 54 years,,26.08
2015,Canada,Part-time employees,"Health occupations, except management",Males,55 years and over,,38.82
2015,Canada,Part-time employees,"Health occupations, except management",Females,15 years and over,,28.27
2015,Canada,Part-time employees,"Health occupations, except management",Females,15 to 24 years,,19.03
2015,Canada,Part-time employees,"Health occupations, except management",Females,25 to 54 years,,29.31
2015,Canada,Part-time employees,"Health occupations, except management",Females,55 years and over,,31.02
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,,26.83
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 to 24 years,,16.85
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,25 to 54 years,,28.44
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,55 years and over,,29.81
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 years and over,,31.84
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 to 24 years,,17.98
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,25 to 54 years,,34.48
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,55 years and over,,39.08
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 years and over,,25.44
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 to 24 years,,16.36
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,25 to 54 years,,27.12
2015,Canada,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,55 years and over,,26.7
2015,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 years and over,,19.19
2015,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 to 24 years,,15.58
2015,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,25 to 54 years,,25.22
2015,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,55 years and over,,24.48
2015,Canada,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 years and over,,19.34
